id,text,author
id19831,"He told her, that her sufferings were now over: no one possessed the art of consoling like Raymond; he did not reason or declaim, but his look shone with sympathy; he brought pleasant images before the sufferer; his caresses excited no distrust, for they arose purely from the feeling which leads a mother to kiss her wounded child; a desire to demonstrate in every possible way the truth of his feelings, and the keenness of his wish to pour balm into the lacerated mind of the unfortunate.",MWS
id25627,His feelings seemed better fitted for a spirit whose habitation is the earthquake and the volcano than for one confined to a mortal body and human lineaments.,MWS
id14051,"The collation of philosophical opinions, the study of historical facts, the acquirement of languages, were at once my recreation, and the serious aim of my life.",MWS
id09184,"To save myself and Erich Zann I could at least try, whatever the powers opposed to me.",HPL
id25785,"It was truly horrible, and the more so to me because of what I knew of the spot.",HPL
id13118,"His gaze was still pulled to the southwest, but he also found himself listening intently for some sound in the closed loft above, and half imagining that an evil violet light seeped down through an infinitesimal crack in the low, slanting ceiling.",HPL
id17508,"And again he kissed her eyes and lips, and hung over her inanimate form in agony, gazing on her countenance still lovely although changed, watching every slight convulsion, and varying colour which denoted life still lingering although about to depart.",MWS
id27884,"These occurred twice a day; once about noon she came to my nursery, and once after her dinner I was taken to her.",MWS
id08686,"Musides ever granted his requests, though his eyes filled with visible tears at the thought that Kalos should care more for the fauns and the dryads than for him.",HPL
id13689,"What I have seen cannot be true, and I know that this madness of my own will at most lead only to suffocation when my air is gone.",HPL
id01772,Fortunately she was not alone.,MWS
id09881,"The Superintendent, a Mr. Arthur, often discussed the singularity of the local geological formations; speculating on the probable extent of the chain of caves, and estimating the future of the titanic mining enterprise.",HPL
id15045,"For they had called me mad, and during many months, as I understood, a solitary cell had been my habitation.",MWS
id05992,"She described in vivid terms the ceaseless care that with still renewing hunger ate into her soul; she compared this gnawing of sleepless expectation of evil, to the vulture that fed on the heart of Prometheus; under the influence of this eternal excitement, and of the interminable struggles she endured to combat and conceal it, she felt, she said, as if all the wheels and springs of the animal machine worked at double rate, and were fast consuming themselves.",MWS
id18245,"One day she accompanied me, upon some household errand, into the cellar of the old building which our poverty compelled us to inhabit.",EAP
id23601,"She wept over her little girl; she looked, she spoke, as if she dreaded the occurrence of some frightful calamity.",MWS
id05280,"The figures moved uncertainly, and I realised to my relief that they did not know where I had gone; but for all that they sent a shiver of horror through my frame.",HPL
id03728,"In such a spot death loses half its terrors, and even the inanimate dust appears to partake of the spirit of beauty which hallows this region.",MWS
id27898,In the village of Little Marlow an old woman ruled the community.,MWS
id02214,"Curiosity, earnest research to learn the hidden laws of nature, gladness akin to rapture, as they were unfolded to me, are among the earliest sensations I can remember.",MWS
id06182,"Noises in the hills continued to be reported from year to year, and still form a puzzle to geologists and physiographers.",HPL
id13008,"No direct cause was evident, and an autopsy failed to shew any reason why Romero should not be living.",HPL
id02052,"This frequently took place, but a high wind quickly dried the earth, and the season became far more pleasant than it had been.",MWS
id00916,"And there were likewise fountains, which cast scented waters about in pleasing jets arranged with cunning art.",HPL
id11093,It appeared to grow upon me as I drew nearer and nearer to my dreadful doom.,EAP
id23076,"Who, I asked myself, was this man of evil, and how came he within the castle walls?",HPL
id21546,"Idris and her mother returned immediately to Windsor, while Adrian and I followed by slow journies and frequent stoppages, occasioned by his continued weakness.",MWS
id18324,He looked gloomy and perturbed.,MWS
id20690,How can it ever be suspected that a brute beast should have done the deed?,EAP
id19799,"You will behold new scenes; see a new people; witness the mighty struggle there going forward between civilization and barbarism; behold, and perhaps direct the efforts of a young and vigorous population, for liberty and order.",MWS
id12658,"And the revel went whirlingly on, until at length there commenced the sounding of midnight upon the clock.",EAP
id20596,Boston never had a greater painter than Richard Upton Pickman.,HPL
id00600,"His face set itself into a grim expression, but I could see his right hand shaking as he tried to grip the back of a chair.",HPL
id22482,"I think the climax came when he had proved his point that rational life can be restored, and had sought new worlds to conquer by experimenting on the reanimation of detached parts of bodies.",HPL
