id,text,author
id05313,It hurt destroyed,HPL
id05790,In confusion attending fall I immediately apprehend somewhat startling circumstance yet seconds afterward I still lay prostrate arrested attention,EAP
id14930,It practice take large dose immediately breakfast morning rather immediately cup strong coffee ate nothing forenoon set forth alone attended dog upon long ramble among chain wild dreary hills lie westward southward Charlottesville dignified title Ragged Mountains,EAP
id22231,It hung upon limbs upon household furniture upon goblets drank things depressed borne thereby things save flames seven lamps illumined revel,EAP
id18759,When gazed around horizon could find third tower river noticed silhouette second tower ragged top,HPL
id18598,She flapped wings prodigious effect crow delicious Cock doodle doo cock doodle doo cock doodle de doo dooo Madame Joyeuse I thank behave interrupted host angrily,EAP
id21114,Our journey lost interest arising beautiful scenery arrived days Rotterdam whence proceeded sea England,MWS
id14096,But seen,EAP
id09687,This would sounded gracefully I think,EAP
id06981,There unknown magic Hatheg Kla screams frightened gods turned laughter slopes ice shoot endlessly black heavens whither I plunging,HPL
id24149,I paced floor fro heavy strides excited fury observations men noise steadily increased,EAP
id12800,It must peculiarity color quantity length situation,EAP
id11963,But blight come existence I visited people sake information might give subject interest terribly profound,MWS
id02389,In case monster must necessity scheme things anomaly intruder whose extirpation forms primary duty every man enemy world life health sanity,HPL
id12401,During perusal suddenly interrupted entrance exalted personage especially wish conceal,EAP
id16133,Ronald Hill shot directly destination,HPL
id12738,She fed even tears joy praise glory Lord whole existence one sacrifice humility heart felt self complacency arose reflection distinguished hero age years preserved even time taken love usual nourishment,MWS
id19917,Ast em whar come ef cud git finally wormed story aout old chief Walakea called,HPL
id13616,Yet manners conciliating gentle sailors interested although little communication,MWS
id12981,The conclusion plain narrowed field investigations,EAP
id08994,They fond sweet orphan,MWS
id25944,May merciful gods indeed guard hours power drug cunning man devises keep chasm sleep,HPL
id00169,My friend told impelling fascination allurement revelations I burned eagerness explore uttermost mysteries,HPL
id01634,This act prevent young Ellison upon twenty first birth day entering possession heir ancestor Seabright fortune four hundred fifty millions dollars,EAP
id23895,We could inflict punishment severe would inflict boredom cause readers,EAP
id15870,When I said words I course expected lively sally Bedloe reply astonishment hesitated trembled became fearfully pallid remained silent,EAP
id27352,I wish describe disheartened difficulty description hesitate detail generality,EAP
id02599,He looking admit kind formula incantation containing frightful name Yog Sothoth puzzled find discrepancies duplications ambiguities made matter determination far easy,HPL
id24173,The breeze scattered grey locks temples rain drenched uncovered head sat hiding face withered hands,MWS
id11790,I difficulty even obvious,EAP
id24836,There land Mnar vast still lake fed stream stream flows,HPL
id27129,All material I cannot hope give uncle tireless antiquarian deeply interested shunned house I may refer several dominant points earn notice recurrence many reports diverse sources,HPL
id11080,With incongruities character Raymond emphatically man world,MWS
id08692,In low small room hung lamp light admitted save exceedingly feeble dawn made way semi circular window,EAP
id15281,I arose seat throwing open one doors library saw standing ante chamber servant maiden tears told Berenice She seized epilepsy early morning closing night grave ready tenant preparations burial completed,EAP
id07564,The climax awful night composite fairly brief beginning I reached final cavern journey,HPL
id21606,And man trembled solitude night waned sat upon rock,EAP
id24176,He looked round timidly mist seemed eyes,MWS
id17263,It Jew shop squalid precincts Clare Market often bought strange things almost fancied gnarled old Levite smiled amidst tangles beard great discovery made,HPL
id23758,Scoundrel I said voice husky rage every syllable I uttered seemed new fuel fury scoundrel impostor accursed villain shall shall dog unto death Follow I stab stand I broke way ball room small ante chamber adjoining dragging unresistingly I went,EAP
id19706,His possessions always ample attainment majority discovered one extraordinary freaks fate played behalf startle whole social world amid occur seldom fail radically alter moral constitution objects,EAP
id18623,He perpetually frequented walks favourites mother wandered together talking love happiness collected every relick remained always sat opposite picture hung room fixing look sad despair done mystic awful silence,MWS
id13220,I said I blowing well,EAP
id12379,In looking summit mountain cannot help feeling abroad world,EAP
id16580,They left happy unspeakably happy,MWS
id19006,Among rubbish crashed ancient slanting ceiling several things made workmen pause call police,HPL
id04494,He dreaded cross bridge gave view desolate island Miskatonic went Peabody Avenue bridge,HPL
id01011,Between chief building western wing arose tall rather slender square chimney hard Dutch bricks alternately black red slight cornice projecting bricks top,EAP
id04468,I tell ye Mis Corey suthin abroad orter abroad I one think black Wilbur Whateley come bad eend desarved bottom breedin,HPL
id21731,There seemed little taste however arrangements eyes accustomed quiet lights sadly offended prodigious glare multitude wax candles silver candelabra deposited upon table room wherever possible find place,EAP
id02701,The paragraph inserted obscure part We regret state longer doubt plague introduced Leghorn Genoa Marseilles,MWS
id05084,Yet necessity disposing corpse,EAP
id14573,For life could found fault wonderful proportion,EAP
id20525,Just entering cut I glanced behind saw pursuer,HPL
id10166,But I consented listen seating fire odious companion lighted thus began tale,MWS
id18914,One steady patron bank defaulter cover came converse quite regularly tone discourse ventured opinion writer professor day,HPL
id03258,In places little stones strewed abaout like charms somethin em like ye call swastika naowadays,HPL
id17578,I gazed slept melted even tears idea filled mind I possessed lay cradled idolized mortal lineaments,MWS
id24910,You young let check moment retard glorious course hold beloved one,MWS
