,text,author
1727,“But this was a luxury of sensation that could not endure; I became fatigued with excess of bodily exertion and sank on the damp grass in the sick impotence of despair.,MWS
1728,There was none among the myriads of men that existed who would pity or assist me; and should I feel kindness towards my enemies?,MWS
1729,"No; from that moment I declared everlasting war against the species, and more than all, against him who had formed me and sent me forth to this insupportable misery.",MWS
1730,“The sun rose; I heard the voices of men and knew that it was impossible to return to my retreat during that day.,MWS
1731,"Accordingly I hid myself in some thick underwood, determining to devote the ensuing hours to reflection on my situation.",MWS
1732,"“The pleasant sunshine and the pure air of day restored me to some degree of tranquillity; and when I considered what had passed at the cottage, I could not help believing that I had been too hasty in my conclusions.",MWS
1733,I had certainly acted imprudently.,MWS
1734,"It was apparent that my conversation had interested the father in my behalf, and  I was a fool in having exposed my person to the horror of his children.",MWS
1735,"I ought to have familiarised the old De Lacey to me, and by degrees to have discovered myself to the rest of his family, when they should have been  prepared for my approach.",MWS
1736,"But I did not believe my errors to be irretrievable, and after much consideration I resolved to return to the cottage, seek the old man, and by my representations win him to my party.",MWS
1737,"“These thoughts calmed me, and in the afternoon I sank into a profound sleep; but the fever of my blood did not allow me to be visited by peaceful dreams.",MWS
1738,The horrible scene of the preceding day was for ever acting before my eyes; the females were flying and the enraged Felix tearing me from his father’s feet.,MWS
1739,"I awoke exhausted, and finding that it was already night, I crept forth from my hiding-place, and went in search of food.",MWS
1740,"“When my hunger was appeased, I directed my steps towards the well-known path that conducted to the cottage.",MWS
1741,All there was at peace.,MWS
1742,I crept into my hovel and remained in silent expectation of the accustomed hour when the family arose.,MWS
1743,"That hour passed, the sun mounted high in the heavens, but the cottagers did not appear.",MWS
1744,"I trembled violently, apprehending some dreadful misfortune.",MWS
1745,"The inside of the cottage was dark, and I heard no motion; I cannot describe the agony of this suspense.",MWS
1746,"“Presently two countrymen passed by, but pausing near the cottage, they entered into conversation, using violent gesticulations; but I did not understand what they said, as they spoke the language of the country, which differed from that of my protectors.",MWS
1747,"Soon after, however, Felix approached with another man; I was surprised, as I knew that he had not quitted the cottage that morning, and waited anxiously to discover from his discourse the meaning of these unusual appearances.",MWS
1748,"“‘Do you consider,’ said his companion to him, ‘that you will be obliged to pay three months’ rent and to lose the produce of your garden?",MWS
1749,"I do not wish to take any unfair advantage, and I beg therefore that you will take some days to consider of your determination.’  “‘It is utterly useless,’ replied Felix; ‘we can never again inhabit your cottage.",MWS
1750,"The life of my father is in the greatest danger, owing to the dreadful circumstance that I have related.",MWS
1751,My wife and my sister will never recover from their horror.,MWS
1752,I entreat you not to reason with me any more.,MWS
1753,Take possession of your tenement and let me fly from this place.’  “Felix trembled violently as he said this.,MWS
1754,"He and his companion entered the cottage, in which they remained for a few minutes, and then departed.",MWS
1755,I never saw any of the family of De Lacey more.,MWS
1756,“I continued for the remainder of the day in my hovel in a state of utter and stupid despair.,MWS
1757,My protectors had departed and had broken the only link that held me to the world.,MWS
1758,"For the first time the feelings of revenge and hatred filled my bosom, and I did not strive to control them, but allowing myself to be borne away by the stream, I bent my mind towards injury and death.",MWS
1759,"When I thought of my friends, of the mild voice of De Lacey, the gentle eyes of Agatha, and the exquisite beauty of the Arabian, these thoughts vanished and a gush of tears somewhat soothed me.",MWS
1760,"But again when I reflected that they had spurned and deserted me, anger returned, a rage of anger, and unable to injure anything human, I turned my fury towards inanimate objects.",MWS
